orange,Wilka,"standard profile","5 pin",Pin-tumbler,,,07d4fec6
orange,Winkhaus,AZ,,Pin-tumbler,,,8c0171f9
orange,Winkhaus,"VS 5","5 pin",Pin-tumbler,"Trap pin/bar",,ab17daa6
orange,Yale,125/40,,Pin-tumbler,Unguttable,,0f0dcd42
orange,Yale,"5 lever sashlock","5 Lever",Lever,,,fb3daa70
orange,Yale,Mortise,PT,Pin-tumbler,,,db1040e5
orange,Yale,Y110/40,,Pin-tumbler,Unguttable,,98a2ba2d
green,,""" BiLock "" Fake",,Pin-tumbler,,,b099c88a
green,Any,"Lever Generic/Unknown curtained lock","4 levers",Lever,,,0e97c099
green,Any,"Lever Generic/Unknown uncurtained lock","4 levers",Lever,Uncurtained,,d46ac711
green,ABUS,72/40,,Pin-tumbler,Guttable,,74a00ae3
green,ABUS,"74/40 LOTO",,Pin-tumbler,Unguttable,,e42853c7
green,"ABUS,ABUS","75/50,75IB/50",,Dimple,Unguttable,,9ec8706c
green,ABUS,76/40,,Pin-tumbler,Unguttable,,47e7cf73
green,ABUS,"80TI Titalium",,Pin-tumbler,Unguttable,,e1625c4d
green,ABUS,"Brady 71/40 LOTO (Lock Out Tag Out)",,Pin-tumbler,Guttable,,9da8ebe0
green,ABUS,"Bravus 1000",,Dimple,,,6b2e5290
green,ABUS,"Bravus 2000",,Dimple,,,8d1ebc79
green,"ABUS,ABUS,ABUS","C73,C83,C90","new pinning: security keypins + serrated and spooled t-pins",Pin-tumbler,,,85d93eb1
green,ABUS,D6,,Dimple,,,f97700ff
green,"ABUS,ABUS","EC750,EC850","spool pin version, not 700/800",Dimple,,,cf5bd73b
green,"ABUS,ABUS","Integral,Pfaffenhain Integral",,Pin-tumbler,,,8606220a
green,ABUS,"Pfaffenhain Standard",,Pin-tumbler,,,f488f48e
green,"ABUS,ABUS,ABUS","V14,XV14,Y14",,Pin-tumbler,,,bc6837f8
green,ABUS,W14,,Pin-tumbler,,,304df868
green,"ABUS,ABUS","WavyLine Pro,Pfaffenhain WavyLine Pro",,"Pin-tumbler,Sidepins",,,c4130a64
green,"ABUS,ABUS","WavyLine,Pfaffenhain WavyLine",,Pin-tumbler,,,b0076ed7
green,ABUS,XD25,,Dimple,,,1b10225b
green,ABUS,Xp10,,Pin-tumbler,,,9adbc90f
green,ACE,A527,,Pin-tumbler,Guttable,,3af47daf
green,ACE,"Brass Padlock","40mm and up",Pin-tumbler,Unguttable,,1dafd552
green,ACE,"laminated padlock","44mm and up",Pin-tumbler,Unguttable,,200605b9
green,"American Lock","1100 / A1100",,Pin-tumbler,Guttable,,2ae1e0b8
green,"American Lock","2000 puck lock",,Pin-tumbler,Guttable,,b16ffe3f
green,"American Lock",5200,,Pin-tumbler,Guttable,,81fbd528
green,"American Lock",Clone,,Pin-tumbler,Guttable,,b3af5e62
green,"American Lock","Lock 700 / A700",,Pin-tumbler,Guttable,,6f954c60
green,"American Lock",S1100,,Pin-tumbler,Guttable,,5a6170fb
green,ASSA,500,"graduated spools",Pin-tumbler,"Hourglass/graduated spools",,e84582aa
green,"ASSA,Ruko","500,500","tapered drivers",Pin-tumbler,"Tapered drivers",,0b82681f
green,"Bab IKON",DS,,Pin-tumbler,,,ca6ce763
green,"Bab IKON","K2 (with IKON Core)",,Pin-tumbler,,,648a3742
green,"Bab IKON",P031,,Pin-tumbler,,,bfc7c700
green,BASI,3AX,,Pin-tumbler,,,bea71188
green,BASI,"AS Pro",,Pin-tumbler,,,27f1aaae
green,BASI,CX6,,Dimple,,,a6e954a6
green,BKS,"51-SL (Livius)",,Pin-tumbler,,,569dd487
green,BKS,88,,Pin-tumbler,,,135ef1c0
green,BKS,"Detect 3",,"Pin-tumbler,Sidebar","Pin-tumbler,Sidebar",,ec0a2659
green,BKS,Helius,,Pin-tumbler,,,4bc2b65a
green,Bricard,Serial,,Pin-tumbler,,,3b26e53c
green,"Burg Wächter",Atlantic,,Pin-tumbler,,,14f021bb
green,"Burg Wächter",Diamant,,Pin-tumbler,,,32fa52a6
green,"Burg Wächter",Karat,,Pin-tumbler,,,bd9dc1e4
green,"Burg Wächter","Profi 116/40",,Pin-tumbler,Unguttable,,dd155241
green,CES,"with dustcover",,Pin-tumbler,,,83ac6e00
green,Chateau,"C970 disk padlock",,Pin-tumbler,Unguttable,,20f3575c
green,Commando,"IC3 Tactical",,Pin-tumbler,Unguttable,,9d478029
green,Commando,Marine,,Pin-tumbler,Unguttable,,f7f31800
green,Commando,Peacemaker,,Pin-tumbler,Unguttable,,606275d8
green,Corbin,"Master Ring","(picked to one shearline)",,,,73a718cb
green,Corbin,"Standard cylinder",,Pin-tumbler,,,96bb2cf7
green,Corona,cylinder,,Pin-tumbler,,,6c9a666e
green,Corona,M,,Pin-tumbler,,,6b472dc2
green,DOM,"IX 5N",,Dimple,,,04970fee
green,DOM,"IX HT",,Dimple,,,a165bc09
green,DOM,"RS 5",,Pin-tumbler,,,5241369e
green,DOM,SC,,,,,05979a42
green,DOM,SV,,Pin-tumbler,,,95b2c7b0
green,,Elca,,Pin-tumbler,,,8e18bd5f
green,ERA,Invincible,"5 lever",Lever,,,9bf13231
green,ERA,Pro-Fit,"5 lever",Lever,,,2ec75ab7
green,ERA,Viscount,"5 lever",Lever,,,6ad7add4
green,EVVA,FPS,,Pin-tumbler,,,6a870d80
green,EVVA,"Standardcylinder (Normalprofil)",,Pin-tumbler,,,b5a5e9a5
green,EVVA,TSC,,Pin-tumbler,,,9406020f
green,FAB,200RS,,Pin-tumbler,,,cd0c2ff9
green,"Federal Lock",5Y3110,,Pin-tumbler,,,13b55a25
green,"Federal Lock",6Y3110,,Pin-tumbler,,,e98b5ae7
green,,"Guett Dern",,,,,3316c7d0
green,IKON,N1,,Pin-tumbler,,"IKON AKA Zeiss IKON - more info on [Lockwiki](https://www.lockwiki.com/index.php/IKON)",b25e23fd
green,IKON,P031,,Pin-tumbler,,"IKON AKA Zeiss IKON - more info on [Lockwiki](https://www.lockwiki.com/index.php/IKON)",9a972905
green,ISEO,"MC 6500",,"Pin-tumbler,Magnetic","Magnetic pins",,f8254416
green,ISEO,MC5,,"Pin-tumbler,Magnetic","Magnetic pins",,95902951
green,ISEO,R6,,Dimple,,,54087329
green,"Kaba Gege","Ap 1000",,Pin-tumbler,,,3129ee7e
green,Kaba,Micro,,Dimple,,,c81ca385
green,,"Kai Kai",,,,,14db6dbd
green,"Kale Kilit","164 CE",,Dimple,,,62f3dc5c
green,"Kale Kilit","164 GNC","6 pin, standard profile",Pin-tumbler,,,9811b260
green,Kasp,14040,,Pin-tumbler,,,14ece36b
green,,Kenaurd,"pin-in-pin, 4 pins",Dimple,,,7ec79663
green,,"KryPin tumbleronite 6-pin padlock",,Pin-tumbler,,,1c002521
green,Lockwood,"120/40 or above",,Pin-tumbler,Unguttable,,5f0834f5
green,Lockwood,234B45,,Pin-tumbler,,,3eced659
green,Lockwood,334B45,"Tapered/Beveled drivers",Pin-tumbler,"Tapered drivers",,ae023398
green,MAKO,425,,Pin-tumbler,,,af98761d
green,MAKO,427,,Pin-tumbler,Guttable,,cba41cb7
green,"Master Lock","410 LOTO (Lockout Tagout)",,Pin-tumbler,Unguttable,,c942490e
green,"Master Lock",6835,,Pin-tumbler,,,366d5f50
green,"Master Lock",911,,Pin-tumbler,,,b1915ecd
green,"Master Lock",931,,Pin-tumbler,,,cb471080
green,"Master Lock","Pro Series",,Pin-tumbler,,,2bf16de8
green,"Master Lock","S32 LOTO (Lockout Tagout)",,Pin-tumbler,Unguttable,,efbc853f
green,Mauer,"Elite 1",,Dimple,,,b8f4f5f5
green,MCM,SCX,,Dimple,,,1f4e3e05
green,,Morgan,"Non British Standard, 5 levers",Lever,,,66f5175a
green,Mottura,"Champions C10",,Dimple,,,4f8a20de
green,"Mottura,Mottura,Mottura","Champions C30,Champions C31,Champions C39",**,"Dimple,Magnet","Magnetic pins","** **Special Picking Requirement:** Must be picked with the bible oriented down",3700d537
green,Mul-T-Lock,7X7,,Dimple,Pin-in-pin,,abf55188
green,PACLOCK,100a,"6-pin version of the 90a pro",Pin-tumbler,,,c7f1add4
green,PACLOCK,100G,,Pin-tumbler,,,0fb9a3c8
green,PACLOCK,90A,,Pin-tumbler,,,8ad36e8a
green,PACLOCK,95g,,Pin-tumbler,,,31d68cd1
green,PACLOCK,"PL 90A-pro",,Pin-tumbler,,,e702ca41
green,PACLOCK,UCS,,Pin-tumbler,,,f54c8493
green,Sargent,Mortise,"with security pins",Pin-tumbler,,,8f3f18d8
green,Schlage,Everest,,Pin-tumbler,,,ea1d1d8c
green,Squire,440,"4 lever, pipe key",Lever,,,44bdfa06
green,Tokoz,Beta,,Pin-tumbler,Unguttable,,5260b396
green,Vachette,"standard cylinder",,Pin-tumbler,,,4f0fbb3f
green,Wetzel,Pfaffenhain,,Pin-tumbler,,,ba627c40
green,Wilka,1400,"6 pin",Pin-tumbler,,,8cc092f5
green,Wilka,3600,,Dimple,,,736386f4
green,Wilka,3VE,,Dimple,,,9b275fcc
green,Wilka,"Primus HX",,Dimple,,,0a7b9888
green,Winkhaus,RAP,,Pin-tumbler,,,69c4dbf2
green,Winkhaus,RAP+,,Pin-tumbler,,,574e9854
green,Winkhaus,VS,6-pin,Pin-tumbler,,,de53cff7
green,Winkhaus,ZRV,,Pin-tumbler,,,a609fdb1
green,Winkhaus,ZRV6,,Pin-tumbler,,,bd9e85b5
green,Yale,210C/51,,Pin-tumbler,,,1105b55d
green,Yardeni,6,,,,,34532c45
green,Zarker,J45/J45S,,"Disc Detainer","Rear tension","Can be front tensioned and counterrotated",4f6bcdb7
blue,Any,"HQ High Security interactive clone","4 pins",,,,c1d09460
blue,Any,"SFIC format lock","picked to one shearline",Pin-tumbler,,,c6529d9c
blue,ABUS,"Bravus 3000",,Dimple,,,ea0efaca
blue,ABUS,D10,,Dimple,,,f96de7cc
blue,ABUS,"E-series (E20-E90)",,Pin-tumbler,,,5c0d870b
blue,"ABUS,","EC750,EC850","serrated pin version, not 700/800",Dimple,,,3515caae
blue,"ABUS,ABUS","KV14,KY14",,Pin-tumbler,,,fe84cc3c
blue,ABUS,KW14,,Pin-tumbler,,,4382d650
blue,ABUS,S6+,,Pin-tumbler,,,f93c57fc
blue,ABUS,XP1,,Pin-tumbler,"Hellish keyway",,34c0dfe4
blue,Ankerslot,Infinity,"without magnet",Pin-tumbler,,,d20fb493
blue,ASSA,500,"5 pin with barrels and matched countermilling",Pin-tumbler,"Barrel drivers,Serrated/threaded milling,Guttable",,d9e3829f
blue,ASSA,700,"7 pin with spools and no countermilling",Pin-tumbler,Guttable,,d08aa492
blue,ASSA,700,"7 pin with tapered drivers",Pin-tumbler,"Guttable,Tapered drivers",,f1e92541
blue,ASSA,Flexcore,"5 pins",Pin-tumbler,"Barrel drivers,Serrated/threaded milling,Guttable",,08a5799e
blue,ASSA,R502,,Pin-tumbler,,,1bee7a66
blue,Bricard,Bloctout,,Wafer,,,307e1f03
blue,Bricard,"Serial S",,Dimple,,,61f33761
blue,"Burg Wächter","Gamma 700","Non-removable core",Pin-tumbler,,,ed9fa926
blue,Cantol,"high-security line ","10-pin dimple",Dimple,,,5647f11c
blue,Chubb,114,"5 lever",Lever,,,32c85438
blue,Chubb,114e,"5 lever",Lever,,,0c946064
blue,Chubb,"Any uncurtained 5 lever","uncurtained 5 lever",Lever,,Uncurtained,9d337b72
blue,Chubb,Cruiser,"5 lever",Lever,,,5b842c0e
blue,CISA,"Astral S",,Dimple,,,066d1e3b
blue,CISA,C3000,,Pin-tumbler,,,f9aceec0
blue,DeGuard,"interactive clone","4 pins",Dimple,,,b91162e7
blue,DOM,"IX 5KG",,Dimple,"Interactive element",,eec4bd4a
blue,DOM,Plura,,Pin-tumbler,"""Magic"" DOM drivers",,96591a8f
blue,DOM,"R Plus",,Pin-tumbler,,,2e67118d
blue,DOM,RN,,Pin-tumbler,,"At least 3 security pins, 2 of them dumbbell pins, dom barrel pins or rattlesnake pins. Else it's green",81338028
blue,DOM,"RS Sigma",,Pin-tumbler,"""Magic"" DOM drivers",,1dd28bf9
blue,DOM,"S (with circle)",,Pin-tumbler,,,9aa8821a
blue,Dorma,DC3003,,Pin-tumbler,,,4c544aa2
blue,Dorma,DC400,,Pin-tumbler,,,1ede9094
blue,ERA,"Big 6","6 lever",Lever,,,0f7eb0f2
blue,ERA,Fortress,"5 lever",Lever,,,e2d201c9
blue,ERA,Insurance,"5 lever",Lever,,,a2a10bc7
blue,EVVA,DPI,"Pin Tumbler version",Pin-tumbler,"Trap pin/bar",,14481dfb
blue,EVVA,DPS,"Pin Tumbler version",Pin-tumbler,"Trap pin/bar",,da54208c
blue,EVVA,DPX,"Pin Tumbler version",Pin-tumbler,"Trap pin/bar",,af99d1cb
blue,EVVA,EPS,"Pin Tumbler version",Pin-tumbler,"Trap pin/bar",,18f3c21f
blue,EVVA,GPI/ALS,,Pin-tumbler,"Hellish keyway",,bce6757d
blue,FAB,2000,,Pin-tumbler,,,f938f2fe
blue,"FAB,FAB","3* Profi,4* Profi",,Pin-tumbler,,,aee424c0
blue,"Federal Lock",6KD3110,,Dimple,,,275d33c9
blue,GOAL,S,"5 pins",Pin-tumbler,,,959a6b9d
blue,Guard,NVL,,Pin-tumbler,,,62bdbd5e
blue,IKON,"P031 (N6 profile)",,Pin-tumbler,,"IKON AKA Zeiss IKON - more info on [Lockwiki](https://www.lockwiki.com/index.php/IKON)",d1896bf9
blue,IKON,"Sk6 vector",,"Pin-tumbler,Sidepins",,"IKON AKA Zeiss IKON - more info on [Lockwiki](https://www.lockwiki.com/index.php/IKON)",08b5986d
blue,IKON,SK7,,,,"IKON AKA Zeiss IKON - more info on [Lockwiki](https://www.lockwiki.com/index.php/IKON)",1c38e176
blue,IKON,Undercut,,"Pin-tumbler,Sidepins",,"IKON AKA Zeiss IKON - more info on [Lockwiki](https://www.lockwiki.com/index.php/IKON)",948f9068
blue,"Kaba Gege",AP2000,,Pin-tumbler,,,8ad6939a
blue,"Kaba Gege",AP3000,,Pin-tumbler,,,0037a89f
blue,"Kaba Gege",pExtra,"5 pin",Pin-tumbler,Overmilling,,aa7fc00e
blue,Kaba,8,"2 row",Dimple,,,1fda76a8
blue,Kaba,8,"3-row, <9 pins",Dimple,,,5c2f5101
blue,Kaken,KX3,"exterior, <6 sliders","Slider,Pin-tumbler","False gates,Active sidebar","Lots of variability on pinning, both in number of elements ant type",40e50dd4
blue,"Kale Kilit","164 YGS SE",,Dimple,,,b01220ea
blue,Kenaurd,Dimple,"pin-in-pin, 5 pins",Dimple,Pin-in-pin,,54dc69e8
blue,Kryptonite,"Disk Detainer",,"Disc Detainer","Random mid tension","Readily picked with front tension and counter-rotation",c8c0ee06
blue,Lince,C4,,Dimple,,,adc2d335
blue,Lockwood,270S70,,Pin-tumbler,,,58f12de9
blue,Lockwood,334B45,"With spools",Pin-tumbler,Guttable,,331c9d36
blue,Lockwood,356S63,,Pin-tumbler,Guttable,,36d61da4
blue,Lockwood,V7,,Pin-tumbler,,,f6b001ed
blue,"M&C,M&C,M&C","Color,Color Pro,Color+","<4 sliders","Dimple,Slider","False gates,Active sidebar",,1fe0ba0d
blue,M&C,Matrix,"no sidebar",Pin-tumbler,,,bc6f6e7c
blue,Mauer,"RedLine G",,,,,2a02810c
blue,Mauer,"RedLine GM",,,,,0a70d67f
blue,MCM,AS6,,Dimple,,"6 pin dimple, 3 spools and 3 T pins, good tolerances",72675596
blue,Medeco,Biaxial,"4 pins","Pin-tumbler,Sidebar",,,23c7988c
blue,Medeco,BiLevel,,Pin-tumbler,,,69d4ef86
blue,Medeco,"Original Camlock","≤4 pins","Sidebar,Slider",,,a9e47067
blue,Metal,Zx5J,,"Dimple,Slider",,,f3a2aa78
blue,Mila,Evolution,,,,,f9f2d983
blue,Mindy,"Pagoda (round key)",,Other,,,c0af329b
blue,MIWA,DS,,Wafer,,,df8081fa
blue,"Mottura,Mottura","Champions C28,Champions C29",,,,,b1834e81
blue,Mul-T-Lock,Classic,"Standard drivers",Dimple,Pin-in-pin,,0418a174
blue,Mul-T-Lock,Integrator,,Dimple,Pin-in-pin,,6e0bfdd2
blue,PACLOCK,"90A Pro",,Pin-tumbler,,,fb5a9eb7
blue,PACLOCK,PL410,,Pin-tumbler,,,74c225d1
blue,Pisla,860,,"Disc Detainer",Unguttable,,ca6f4eaf
blue,Ruko,R501,,Pin-tumbler,"Barrel drivers,Sleeved core",,6dc539dd
blue,SEA,"slider lock",,Slider,,,842165cc
blue,Securemme,K22,,Dimple,,,ccd19ba8
blue,Securit,S20##,,,,,0a12f032
blue,Takigen,10-pin,,,,,b0d2e04c
blue,TESA,T60,,Dimple,"Tapered drivers",,8b5b655e
blue,Tokoz,Tech,,"Pin-tumbler,Wafer",,,35330d19
blue,TrioVing,"(Vingcard) 55##","with trampoline pins",Pin-tumbler,"Trampoline drivers",,55511995
blue,Union,Strongbolt,"5 lever",Lever,,,86703028
blue,"Vachette,Vachette","VIP,VIP+",,Pin-tumbler,,,67c4159c
blue,VSR,2-row,,Dimple,"High pin count",,97c2b9be
blue,Winkhaus,N-Tra,,Dimple,,,2c9d12fc
blue,Winkhaus,Titan,,"Pin-tumbler,Sidepins",,,fe088de0
blue,Yale,"500 series",,Pin-tumbler,Overmilling,,779e7dcb
blue,"Yale,Milencio","Superior,Magnum","<7 pins","Dimple,Slider","Sprung sliders,Active sidebar",,30a4fef5
purple,Any,"Lever Unknown/Generic lock","6 or 7 lever",Lever,,,a6a225e5
purple,Any,"SFIC format lock (unless otherwise specified)",***,Pin-tumbler,,"*** **Special Picking Requirement:** Exempt from rule regarding minimum master wafers",c8259a23
purple,ABA,109582,,Dimple,,,96fd610e
